subjek,comment,text_clean,text_normalized,tokens,tokens_no_stop,tokens_stemmed,final_text
Sri Mulyani Indrawati,"Pajak makin tinggi subsidi bbm dihapus, harga makin naik",pajak makin tinggi subsidi bbm dihapus harga makin naik,pajak makin tinggi subsidi bbm dihapus harga makin naik,"['pajak', 'makin', 'tinggi', 'subsidi', 'bbm', 'dihapus', 'harga', 'makin', 'naik']","['pajak', 'subsidi', 'bbm', 'dihapus', 'harga']","['pajak', 'subsidi', 'bbm', 'hapus', 'harga']",pajak subsidi bbm hapus harga
Sri Mulyani Indrawati,Makelar Hutang ..❤❤,makelar hutang ❤❤,makelar hutang ❤❤,"['makelar', 'hutang', '❤❤']","['makelar', 'hutang']","['makelar', 'hutang']",makelar hutang
Sri Mulyani Indrawati,Humoris tingkat tinggi...❤,humoris tingkat tinggi❤,humoris tingkat tinggi❤,"['humoris', 'tingkat', 'tinggi❤']","['humoris', 'tingkat', 'tinggi❤']","['humoris', 'tingkat', 'tinggi']",humoris tingkat tinggi
Sri Mulyani Indrawati,"GA   PENTING,,,,,",ga penting,tidak penting,"['tidak', 'penting']",[],[],
Sri Mulyani Indrawati,Baru kali ini saya suka liat kegiatan para menteri dan presiden nya 😂,baru kali ini saya suka liat kegiatan para menteri dan presiden nya 😂,baru kali ini saya suka liat kegiatan para menteri dan presiden nya 😂,"['baru', 'kali', 'ini', 'saya', 'suka', 'liat', 'kegiatan', 'para', 'menteri', 'dan', 'presiden', 'nya', '😂']","['kali', 'suka', 'liat', 'kegiatan', 'menteri', 'presiden']","['kali', 'suka', 'liat', 'giat', 'menteri', 'presiden']",kali suka liat giat menteri presiden
Sri Mulyani Indrawati,"Bisa dekat juga ya dg Mentri pencetak hutang, itu kata Prabowo loh😮😮😮",bisa dekat juga ya dg mentri pencetak hutang itu kata prabowo loh😮😮😮,bisa dekat juga ya dg menteri pencetak hutang itu kata prabowo loh😮😮😮,"['bisa', 'dekat', 'juga', 'ya', 'dg', 'menteri', 'pencetak', 'hutang', 'itu', 'kata', 'prabowo', 'loh😮😮😮']","['menteri', 'pencetak', 'hutang', 'prabowo', 'loh😮😮😮']","['menteri', 'cetak', 'hutang', 'prabowo', 'loh']",menteri cetak hutang prabowo loh
Sri Mulyani Indrawati,Orang konoha sy tidak respek,orang konoha sy tidak respek,orang konoha sy tidak respek,"['orang', 'konoha', 'sy', 'tidak', 'respek']","['orang', 'konoha', 'respek']","['orang', 'konoha', 'respek']",orang konoha respek
Sri Mulyani Indrawati,"Hati hati becanda becanda, klo u macem macem /korupsi ttp aje u kena batunya sekarang mah..😅😅",hati hati becanda becanda klo u macem macem korupsi ttp aje u kena batunya sekarang mah😅😅,hati hati becanda becanda kalau u macem macem korupsi tetap aje u kena batunya sekarang mah😅😅,"['hati', 'hati', 'becanda', 'becanda', 'kalau', 'u', 'macem', 'macem', 'korupsi', 'tetap', 'aje', 'u', 'kena', 'batunya', 'sekarang', 'mah😅😅']","['hati', 'hati', 'becanda', 'becanda', 'macem', 'macem', 'korupsi', 'aje', 'kena', 'batunya', 'mah😅😅']","['hati', 'hati', 'becanda', 'becanda', 'macem', 'macem', 'korupsi', 'aje', 'kena', 'batu', 'mah']",hati hati becanda becanda macem macem korupsi aje kena batu mah
Sri Mulyani Indrawati,"Pasukan khusus dari pasukan khusus, terbaik dari yang terbaik 🔥",pasukan khusus dari pasukan khusus terbaik dari yang terbaik 🔥,pasukan khusus dari pasukan khusus terbaik dari yang terbaik 🔥,"['pasukan', 'khusus', 'dari', 'pasukan', 'khusus', 'terbaik', 'dari', 'yang', 'terbaik', '🔥']","['pasukan', 'khusus', 'pasukan', 'khusus', 'terbaik', 'terbaik']","['pasu', 'khusus', 'pasu', 'khusus', 'baik', 'baik']",pasu khusus pasu khusus baik baik
Sri Mulyani Indrawati,Yg bikin hutang kuar negri konoha itu mulyono dn mulyani,yg bikin hutang kuar negri konoha itu mulyono dn mulyani,yang bikin hutang kuar negri konoha itu mulyono dn mulyani,"['yang', 'bikin', 'hutang', 'kuar', 'negri', 'konoha', 'itu', 'mulyono', 'dn', 'mulyani']","['bikin', 'hutang', 'kuar', 'negri', 'konoha', 'mulyono', 'mulyani']","['bikin', 'hutang', 'kuar', 'negri', 'konoha', 'mulyono', 'mulyani']",bikin hutang kuar negri konoha mulyono mulyani
Sri Mulyani Indrawati,Nantiiiiii... Udah khas banget nadanya,nantiiiiii udah khas banget nadanya,nantiiiiii udah khas banget nadanya,"['nantiiiiii', 'udah', 'khas', 'banget', 'nadanya']","['nantiiiiii', 'udah', 'khas', 'banget', 'nadanya']","['nantiiiiii', 'udah', 'khas', 'banget', 'nada']",nantiiiiii udah khas banget nada
Sri Mulyani Indrawati,"Yak pada dasarnya mereka itu manusia, makhluk sosial.. 
Oleh sebab itu, stop fanatik ke orang, 
Kritisi jabatannya yg melenceng, dan dukung bila memang baik...",yak pada dasarnya mereka itu manusia makhluk sosial oleh sebab itu stop fanatik ke orang kritisi jabatannya yg melenceng dan dukung bila memang baik,yak pada dasarnya mereka itu manusia makhluk sosial oleh sebab itu stop fanatik ke orang kritisi jabatannya yang melenceng dan dukung bila memang baik,"['yak', 'pada', 'dasarnya', 'mereka', 'itu', 'manusia', 'makhluk', 'sosial', 'oleh', 'sebab', 'itu', 'stop', 'fanatik', 'ke', 'orang', 'kritisi', 'jabatannya', 'yang', 'melenceng', 'dan', 'dukung', 'bila', 'memang', 'baik']","['yak', 'dasarnya', 'manusia', 'makhluk', 'sosial', 'stop', 'fanatik', 'orang', 'kritisi', 'jabatannya', 'melenceng', 'dukung']","['yak', 'dasar', 'manusia', 'makhluk', 'sosial', 'stop', 'fanatik', 'orang', 'kritisi', 'jabat', 'lenceng', 'dukung']",yak dasar manusia makhluk sosial stop fanatik orang kritisi jabat lenceng dukung
Sri Mulyani Indrawati,Cepat paknpresiden bebaskan hutang kami dg bank pak sy sdh 7th di stop b r i kena sy bangkrut pak hutang sy 2 m pak mhn di bebaskan dan di beri mdl lgi pak,cepat paknpresiden bebaskan hutang kami dg bank pak sy sdh th di stop b r i kena sy bangkrut pak hutang sy m pak mhn di bebaskan dan di beri mdl lgi pak,cepat paknpresiden bebaskan hutang kami dg bank bapak sy sudah th di stop b r i kena sy bangkrut bapak hutang sy m bapak mhn di bebaskan dan di beri mdl lgi bapak,"['cepat', 'paknpresiden', 'bebaskan', 'hutang', 'kami', 'dg', 'bank', 'bapak', 'sy', 'sudah', 'th', 'di', 'stop', 'b', 'r', 'i', 'kena', 'sy', 'bangkrut', 'bapak', 'hutang', 'sy', 'm', 'bapak', 'mhn', 'di', 'bebaskan', 'dan', 'di', 'beri', 'mdl', 'lgi', 'bapak']","['cepat', 'paknpresiden', 'bebaskan', 'hutang', 'bank', 'stop', 'kena', 'bangkrut', 'hutang', 'mhn', 'bebaskan', 'mdl', 'lgi']","['cepat', 'paknpresiden', 'bebas', 'hutang', 'bank', 'stop', 'kena', 'bangkrut', 'hutang', 'mhn', 'bebas', 'mdl', 'lgi']",cepat paknpresiden bebas hutang bank stop kena bangkrut hutang mhn bebas mdl lgi
Sri Mulyani Indrawati,700.000.000 😊,😊,😊,['😊'],[],[],
Sri Mulyani Indrawati,Salah satu menteri yg awet,salah satu menteri yg awet,salah satu menteri yang awet,"['salah', 'satu', 'menteri', 'yang', 'awet']","['salah', 'menteri', 'awet']","['salah', 'menteri', 'awet']",salah menteri awet
Sri Mulyani Indrawati,Mulyani teman nya Mulyono😂,mulyani teman nya mulyono😂,mulyani teman nya mulyono😂,"['mulyani', 'teman', 'nya', 'mulyono😂']","['mulyani', 'teman', 'mulyono😂']","['mulyani', 'teman', 'mulyono']",mulyani teman mulyono
Sri Mulyani Indrawati,Alhamdulillah barokah semoga Aloh SWT kabulkan semua keinginan keluarga besar Indonesia Aminyarobalalamin,alhamdulillah barokah semoga aloh swt kabulkan semua keinginan keluarga besar indonesia aminyarobalalamin,alhamdulillah barokah semoga aloh swt kabulkan semua keinginan keluarga besar indonesia aminyarobalalamin,"['alhamdulillah', 'barokah', 'semoga', 'aloh', 'swt', 'kabulkan', 'semua', 'keinginan', 'keluarga', 'besar', 'indonesia', 'aminyarobalalamin']","['alhamdulillah', 'barokah', 'semoga', 'aloh', 'swt', 'kabulkan', 'keluarga', 'indonesia', 'aminyarobalalamin']","['alhamdulillah', 'barokah', 'moga', 'aloh', 'swt', 'kabul', 'keluarga', 'indonesia', 'aminyarobalalamin']",alhamdulillah barokah moga aloh swt kabul keluarga indonesia aminyarobalalamin
Sri Mulyani Indrawati,Zaman SADDAM HUSEIN  semua menteri wajib pakaian militer,zaman saddam husein semua menteri wajib pakaian militer,zaman saddam husein semua menteri wajib pakaian militer,"['zaman', 'saddam', 'husein', 'semua', 'menteri', 'wajib', 'pakaian', 'militer']","['zaman', 'saddam', 'husein', 'menteri', 'wajib', 'pakaian', 'militer']","['zaman', 'saddam', 'husein', 'menteri', 'wajib', 'pakai', 'militer']",zaman saddam husein menteri wajib pakai militer
Sri Mulyani Indrawati,Nnnn n n  nn mm,nnnn n n nn mm,nnnn n n nn mm,"['nnnn', 'n', 'n', 'nn', 'mm']",['nnnn'],['nnnn'],nnnn
Sri Mulyani Indrawati,"Suasana yang penuh kekeluargaan.
Mantap , jayalah Indonesiaku",suasana yang penuh kekeluargaan mantap jayalah indonesiaku,suasana yang penuh kekeluargaan mantap jayalah indonesiaku,"['suasana', 'yang', 'penuh', 'kekeluargaan', 'mantap', 'jayalah', 'indonesiaku']","['suasana', 'penuh', 'kekeluargaan', 'mantap', 'jayalah', 'indonesiaku']","['suasana', 'penuh', 'keluarga', 'mantap', 'jaya', 'indonesia']",suasana penuh keluarga mantap jaya indonesia
Sri Mulyani Indrawati,Wapresnya mana,wapresnya mana,wapresnya mana,"['wapresnya', 'mana']",['wapresnya'],['wapresnya'],wapresnya
Sri Mulyani Indrawati,"Katanya Tidak Mau Bergabung di Kabinet Om wowo... Tp pada akhirnya,...😂😂😂😂(Terkadang disini lah Kita sedih.. 😂😂😂)",katanya tidak mau bergabung di kabinet om wowo tp pada akhirnya😂😂😂😂terkadang disini lah kita sedih 😂😂😂,katanya tidak mau bergabung di kabinet om wowo tp pada akhirnya😂😂😂😂terkadang disini lah kita sedih 😂😂😂,"['katanya', 'tidak', 'mau', 'bergabung', 'di', 'kabinet', 'om', 'wowo', 'tp', 'pada', 'akhirnya😂😂😂😂terkadang', 'disini', 'lah', 'kita', 'sedih', '😂😂😂']","['bergabung', 'kabinet', 'wowo', 'akhirnya😂😂😂😂terkadang', 'sedih', '😂😂😂']","['gabung', 'kabinet', 'wowo', 'akhir terkadang', 'sedih', '']",gabung kabinet wowo akhir terkadang sedih 
Sri Mulyani Indrawati,Bintang 7 saja bisa Bu 😅,bintang saja bisa bu 😅,bintang saja bisa ibu 😅,"['bintang', 'saja', 'bisa', 'ibu', '😅']",['bintang'],['bintang'],bintang
Sri Mulyani Indrawati,P.prabowo hebat ! Bisa mengembalikan Marwah ABRI.,pprabowo hebat bisa mengembalikan marwah abri,pprabowo hebat bisa mengembalikan marwah abri,"['pprabowo', 'hebat', 'bisa', 'mengembalikan', 'marwah', 'abri']","['pprabowo', 'hebat', 'mengembalikan', 'marwah', 'abri']","['pprabowo', 'hebat', 'kembali', 'marwah', 'abri']",pprabowo hebat kembali marwah abri
Sri Mulyani Indrawati,Masya Allah bahagia nya hati ini lihat ke dekatan presiden sm menteri2 merah putih..semoga indonesia semakin msju aman sejahtera di bwh kepemimpinan pak presiden prabowo subianto Aamiin...,masya allah bahagia nya hati ini lihat ke dekatan presiden sm menteri merah putihsemoga indonesia semakin msju aman sejahtera di bwh kepemimpinan pak presiden prabowo subianto aamiin,masya allah bahagia nya hati ini lihat ke dekatan presiden sm menteri merah putihsemoga indonesia semakin msju aman sejahtera di bwh kepemimpinan bapak presiden prabowo subianto aamiin,"['masya', 'allah', 'bahagia', 'nya', 'hati', 'ini', 'lihat', 'ke', 'dekatan', 'presiden', 'sm', 'menteri', 'merah', 'putihsemoga', 'indonesia', 'semakin', 'msju', 'aman', 'sejahtera', 'di', 'bwh', 'kepemimpinan', 'bapak', 'presiden', 'prabowo', 'subianto', 'aamiin']","['masya', 'allah', 'bahagia', 'hati', 'lihat', 'dekatan', 'presiden', 'menteri', 'merah', 'putihsemoga', 'indonesia', 'msju', 'aman', 'sejahtera', 'bwh', 'kepemimpinan', 'presiden', 'prabowo', 'subianto', 'aamiin']","['masya', 'allah', 'bahagia', 'hati', 'lihat', 'dekat', 'presiden', 'menteri', 'merah', 'putihsemoga', 'indonesia', 'msju', 'aman', 'sejahtera', 'bwh', 'pimpin', 'presiden', 'prabowo', 'subianto', 'aamiin']",masya allah bahagia hati lihat dekat presiden menteri merah putihsemoga indonesia msju aman sejahtera bwh pimpin presiden prabowo subianto aamiin
Sri Mulyani Indrawati,Bu Sri pantas bintang 4 empat preiode mengabdi,bu sri pantas bintang empat preiode mengabdi,ibu sri pantas bintang empat preiode mengabdi,"['ibu', 'sri', 'pantas', 'bintang', 'empat', 'preiode', 'mengabdi']","['sri', 'bintang', 'preiode', 'mengabdi']","['sri', 'bintang', 'preiode', 'abdi']",sri bintang preiode abdi
Sri Mulyani Indrawati,Bu Srimulyani memang kereeeen,bu srimulyani memang kereeeen,ibu srimulyani memang kereeeen,"['ibu', 'srimulyani', 'memang', 'kereeeen']","['srimulyani', 'kereeeen']","['srimulyani', 'kereeeen']",srimulyani kereeeen
Sri Mulyani Indrawati,Aleman sri,aleman sri,aleman sri,"['aleman', 'sri']","['aleman', 'sri']","['alem', 'sri']",alem sri
Sri Mulyani Indrawati,Rukun sekali kabinet merah putih asik,rukun sekali kabinet merah putih asik,rukun sekali kabinet merah putih asik,"['rukun', 'sekali', 'kabinet', 'merah', 'putih', 'asik']","['rukun', 'kabinet', 'merah', 'putih', 'asik']","['rukun', 'kabinet', 'merah', 'putih', 'asik']",rukun kabinet merah putih asik
Sri Mulyani Indrawati,Ibu sri mulyani klw minta sama saya  pasti dikasih langsung  bintang 7 ha ha ha,ibu sri mulyani klw minta sama saya pasti dikasih langsung bintang ha ha ha,ibu sri mulyani klw minta sama saya pasti dikasih langsung bintang ha ha ha,"['ibu', 'sri', 'mulyani', 'klw', 'minta', 'sama', 'saya', 'pasti', 'dikasih', 'langsung', 'bintang', 'ha', 'ha', 'ha']","['sri', 'mulyani', 'klw', 'dikasih', 'langsung', 'bintang']","['sri', 'mulyani', 'klw', 'kasih', 'langsung', 'bintang']",sri mulyani klw kasih langsung bintang
Sri Mulyani Indrawati,"MANTAP Bu Sri.....
Ibu memang layak . masa Om Dedy bisa .. Bu Sri nggak?",mantap bu sri ibu memang layak masa om dedy bisa bu sri nggak,mantap ibu sri ibu memang layak masa om dedy bisa ibu sri nggak,"['mantap', 'ibu', 'sri', 'ibu', 'memang', 'layak', 'masa', 'om', 'dedy', 'bisa', 'ibu', 'sri', 'nggak']","['mantap', 'sri', 'layak', 'dedy', 'sri', 'nggak']","['mantap', 'sri', 'layak', 'dedy', 'sri', 'nggak']",mantap sri layak dedy sri nggak
Sri Mulyani Indrawati,Maju terus indonesia di era bpk presiden prabowo gibran insyaallah amin yra alamin,maju terus indonesia di era bpk presiden prabowo gibran insyaallah amin yra alamin,maju terus indonesia di era bpk presiden prabowo gibran insyaallah amin yra alamin,"['maju', 'terus', 'indonesia', 'di', 'era', 'bpk', 'presiden', 'prabowo', 'gibran', 'insyaallah', 'amin', 'yra', 'alamin']","['maju', 'indonesia', 'era', 'bpk', 'presiden', 'prabowo', 'gibran', 'insyaallah', 'amin', 'yra', 'alamin']","['maju', 'indonesia', 'era', 'bpk', 'presiden', 'prabowo', 'gibran', 'insyaallah', 'amin', 'yra', 'alamin']",maju indonesia era bpk presiden prabowo gibran insyaallah amin yra alamin
Sri Mulyani Indrawati,Semangat,semangat,semangat,['semangat'],['semangat'],['semangat'],semangat
Sri Mulyani Indrawati,👍💖💪⭐⭐⭐⭐😊,👍💖💪⭐⭐⭐⭐😊,👍💖💪⭐⭐⭐⭐😊,['👍💖💪⭐⭐⭐⭐😊'],['👍💖💪⭐⭐⭐⭐😊'],[''],
Sri Mulyani Indrawati,Mantappppp ..❤❤❤❤❤❤❤,mantappppp ❤❤❤❤❤❤❤,mantappppp ❤❤❤❤❤❤❤,"['mantappppp', '❤❤❤❤❤❤❤']","['mantappppp', '❤❤❤❤❤❤❤']","['mantappppp', '']",mantappppp 
Sri Mulyani Indrawati,Lucu juga para menteri disuruh pake seragam tni. Aplg disuruh push up...mantap om 😂,lucu juga para menteri disuruh pake seragam tni aplg disuruh push upmantap om 😂,lucu juga para menteri disuruh pake seragam tni aplg disuruh push upmantap om 😂,"['lucu', 'juga', 'para', 'menteri', 'disuruh', 'pake', 'seragam', 'tni', 'aplg', 'disuruh', 'push', 'upmantap', 'om', '😂']","['lucu', 'menteri', 'disuruh', 'pake', 'seragam', 'tni', 'aplg', 'disuruh', 'push', 'upmantap']","['lucu', 'menteri', 'suruh', 'pake', 'seragam', 'tni', 'aplg', 'suruh', 'push', 'upmantap']",lucu menteri suruh pake seragam tni aplg suruh push upmantap
Sri Mulyani Indrawati,Bintang 4 karena sudaherugikan negara puluhan trilyun saat keluarkan dana talangan untuk bank Century dan juara dunia dalam utang luar  negeri  dengan bunga terbesar .Makanya oleh IMF dijuarakan karena menguntungkan IMF dan merugikan rakyat yg ga mungkin mampu bayar utang .sampai 7 turunan bayar terus bunganya .Makanya semua dipajakin untuk bayar bunga,bintang karena sudaherugikan negara puluhan trilyun saat keluarkan dana talangan untuk bank century dan juara dunia dalam utang luar negeri dengan bunga terbesar makanya oleh imf dijuarakan karena menguntungkan imf dan merugikan rakyat yg ga mungkin mampu bayar utang sampai turunan bayar terus bunganya makanya semua dipajakin untuk bayar bunga,bintang karena sudaherugikan negara puluhan trilyun saat keluarkan dana talangan untuk bank century dan juara dunia dalam utang luar negeri dengan bunga terbesar makanya oleh imf dijuarakan karena menguntungkan imf dan merugikan rakyat yang tidak mungkin mampu bayar utang sampai turunan bayar terus bunganya makanya semua dipajakin untuk bayar bunga,"['bintang', 'karena', 'sudaherugikan', 'negara', 'puluhan', 'trilyun', 'saat', 'keluarkan', 'dana', 'talangan', 'untuk', 'bank', 'century', 'dan', 'juara', 'dunia', 'dalam', 'utang', 'luar', 'negeri', 'dengan', 'bunga', 'terbesar', 'makanya', 'oleh', 'imf', 'dijuarakan', 'karena', 'menguntungkan', 'imf', 'dan', 'merugikan', 'rakyat', 'yang', 'tidak', 'mungkin', 'mampu', 'bayar', 'utang', 'sampai', 'turunan', 'bayar', 'terus', 'bunganya', 'makanya', 'semua', 'dipajakin', 'untuk', 'bayar', 'bunga']","['bintang', 'sudaherugikan', 'negara', 'puluhan', 'trilyun', 'keluarkan', 'dana', 'talangan', 'bank', 'century', 'juara', 'dunia', 'utang', 'negeri', 'bunga', 'terbesar', 'imf', 'dijuarakan', 'menguntungkan', 'imf', 'merugikan', 'rakyat', 'bayar', 'utang', 'turunan', 'bayar', 'bunganya', 'dipajakin', 'bayar', 'bunga']","['bintang', 'sudaherugikan', 'negara', 'puluh', 'trilyun', 'keluar', 'dana', 'talang', 'bank', 'century', 'juara', 'dunia', 'utang', 'negeri', 'bunga', 'besar', 'imf', 'juara', 'untung', 'imf', 'rugi', 'rakyat', 'bayar', 'utang', 'turun', 'bayar', 'bunga', 'dipajakin', 'bayar', 'bunga']",bintang sudaherugikan negara puluh trilyun keluar dana talang bank century juara dunia utang negeri bunga besar imf juara untung imf rugi rakyat bayar utang turun bayar bunga dipajakin bayar bunga
Sri Mulyani Indrawati,"anda  tahu, sampai saat ini saya tidak diberikan hasil kerja keras saya sejal Jokowi jadi presiden",anda tahu sampai saat ini saya tidak diberikan hasil kerja keras saya sejal jokowi jadi presiden,anda tahu sampai saat ini saya tidak diberikan hasil kerja keras saya sejal jokowi jadi presiden,"['anda', 'tahu', 'sampai', 'saat', 'ini', 'saya', 'tidak', 'diberikan', 'hasil', 'kerja', 'keras', 'saya', 'sejal', 'jokowi', 'jadi', 'presiden']","['hasil', 'kerja', 'keras', 'sejal', 'jokowi', 'presiden']","['hasil', 'kerja', 'keras', 'sejal', 'jokowi', 'presiden']",hasil kerja keras sejal jokowi presiden
Sri Mulyani Indrawati,"sri mulyani, disaat hutang sampai 6000 triliun sering ada istilah ari mulyani seperti mendapatkan durian runtuh
 jujur saja anda iru terkait pendapatan saya kan?  sebagai menteri bukan hanya diam seharusnya ada timbal  baik dalam bekerja.",sri mulyani disaat hutang sampai triliun sering ada istilah ari mulyani seperti mendapatkan durian runtuh jujur saja anda iru terkait pendapatan saya kan sebagai menteri bukan hanya diam seharusnya ada timbal baik dalam bekerja,sri mulyani disaat hutang sampai triliun sering ada istilah ari mulyani seperti mendapatkan durian runtuh jujur saja anda iru terkait pendapatan saya kan sebagai menteri bukan hanya diam seharusnya ada timbal baik dalam bekerja,"['sri', 'mulyani', 'disaat', 'hutang', 'sampai', 'triliun', 'sering', 'ada', 'istilah', 'ari', 'mulyani', 'seperti', 'mendapatkan', 'durian', 'runtuh', 'jujur', 'saja', 'anda', 'iru', 'terkait', 'pendapatan', 'saya', 'kan', 'sebagai', 'menteri', 'bukan', 'hanya', 'diam', 'seharusnya', 'ada', 'timbal', 'baik', 'dalam', 'bekerja']","['sri', 'mulyani', 'disaat', 'hutang', 'triliun', 'istilah', 'ari', 'mulyani', 'durian', 'runtuh', 'jujur', 'iru', 'terkait', 'pendapatan', 'menteri', 'diam', 'timbal']","['sri', 'mulyani', 'saat', 'hutang', 'triliun', 'istilah', 'ari', 'mulyani', 'durian', 'runtuh', 'jujur', 'iru', 'kait', 'dapat', 'menteri', 'diam', 'timbal']",sri mulyani saat hutang triliun istilah ari mulyani durian runtuh jujur iru kait dapat menteri diam timbal
Sri Mulyani Indrawati,Mintak bintang 4 karna sukses memperbanyak utang negara,mintak bintang karna sukses memperbanyak utang negara,mintak bintang karna sukses memperbanyak utang negara,"['mintak', 'bintang', 'karna', 'sukses', 'memperbanyak', 'utang', 'negara']","['mintak', 'bintang', 'karna', 'sukses', 'memperbanyak', 'utang', 'negara']","['mintak', 'bintang', 'karna', 'sukses', 'banyak', 'utang', 'negara']",mintak bintang karna sukses banyak utang negara
Sri Mulyani Indrawati,"Kurang kalau hanya bintang 4, Bu Sri Mulyani....pantasnya Bintang 7.",kurang kalau hanya bintang bu sri mulyanipantasnya bintang,kurang kalau hanya bintang ibu sri mulyanipantasnya bintang,"['kurang', 'kalau', 'hanya', 'bintang', 'ibu', 'sri', 'mulyanipantasnya', 'bintang']","['bintang', 'sri', 'mulyanipantasnya', 'bintang']","['bintang', 'sri', 'mulyanipantasnya', 'bintang']",bintang sri mulyanipantasnya bintang
Sri Mulyani Indrawati,"Minimal setahun sekali pak presiden, sprti di cash, spy tetep solid",minimal setahun sekali pak presiden sprti di cash spy tetep solid,minimal setahun sekali bapak presiden sprti di cash spy tetep solid,"['minimal', 'setahun', 'sekali', 'bapak', 'presiden', 'sprti', 'di', 'cash', 'spy', 'tetep', 'solid']","['minimal', 'setahun', 'presiden', 'sprti', 'cash', 'spy', 'tetep', 'solid']","['minimal', 'tahun', 'presiden', 'sprti', 'cash', 'spy', 'tetep', 'solid']",minimal tahun presiden sprti cash spy tetep solid
Sri Mulyani Indrawati,"Artinya ibu Sri mulyani ini sudah berganti beberapa presiden, dia patut dapat bintang 4",artinya ibu sri mulyani ini sudah berganti beberapa presiden dia patut dapat bintang,artinya ibu sri mulyani ini sudah berganti beberapa presiden dia patut dapat bintang,"['artinya', 'ibu', 'sri', 'mulyani', 'ini', 'sudah', 'berganti', 'beberapa', 'presiden', 'dia', 'patut', 'dapat', 'bintang']","['sri', 'mulyani', 'berganti', 'presiden', 'patut', 'bintang']","['sri', 'mulyani', 'ganti', 'presiden', 'patut', 'bintang']",sri mulyani ganti presiden patut bintang
Sri Mulyani Indrawati,Mantul...smg Indonesia semakin nakmur,mantulsmg indonesia semakin nakmur,mantulsmg indonesia semakin nakmur,"['mantulsmg', 'indonesia', 'semakin', 'nakmur']","['mantulsmg', 'indonesia', 'nakmur']","['mantulsmg', 'indonesia', 'nakmur']",mantulsmg indonesia nakmur
Sri Mulyani Indrawati,"KENAPA PAK PRABOWO TIDAK MENGGUNAKAN AKPOL DAN BAJU POLISI UNTUK MENGAWALI PEMBEKALAN MENTRI DAN SEJUMLAH SESKAB NYA,.... ADA YANG TAHU, BERITAHU DISINI 🎉❤😮😅🎉",kenapa pak prabowo tidak menggunakan akpol dan baju polisi untuk mengawali pembekalan mentri dan sejumlah seskab nya ada yang tahu beritahu disini 🎉❤😮😅🎉,kenapa bapak prabowo tidak menggunakan akpol dan baju polisi untuk mengawali pembekalan menteri dan sejumlah seskab nya ada yang tahu beritahu disini 🎉❤😮😅🎉,"['kenapa', 'bapak', 'prabowo', 'tidak', 'menggunakan', 'akpol', 'dan', 'baju', 'polisi', 'untuk', 'mengawali', 'pembekalan', 'menteri', 'dan', 'sejumlah', 'seskab', 'nya', 'ada', 'yang', 'tahu', 'beritahu', 'disini', '🎉❤😮😅🎉']","['prabowo', 'akpol', 'baju', 'polisi', 'mengawali', 'pembekalan', 'menteri', 'seskab', 'beritahu', '🎉❤😮😅🎉']","['prabowo', 'akpol', 'baju', 'polisi', 'awal', 'bekal', 'menteri', 'seskab', 'beritahu', '']",prabowo akpol baju polisi awal bekal menteri seskab beritahu 
Sri Mulyani Indrawati,Mantab..pembekalan di Magelang...mirip kawah candradimuka masa muda pak prabowo di akmil,mantabpembekalan di magelangmirip kawah candradimuka masa muda pak prabowo di akmil,mantabpembekalan di magelangmirip kawah candradimuka masa muda bapak prabowo di akmil,"['mantabpembekalan', 'di', 'magelangmirip', 'kawah', 'candradimuka', 'masa', 'muda', 'bapak', 'prabowo', 'di', 'akmil']","['mantabpembekalan', 'magelangmirip', 'kawah', 'candradimuka', 'muda', 'prabowo', 'akmil']","['mantabpembekalan', 'magelangmirip', 'kawah', 'candradimuka', 'muda', 'prabowo', 'akmil']",mantabpembekalan magelangmirip kawah candradimuka muda prabowo akmil
Sri Mulyani Indrawati,Mantap.,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Sri Mulyani Indrawati,"Mereka tertawa 2
Jutaan rakyat menjerit sedang mencari makan untuk anak dan istrinya",mereka tertawa jutaan rakyat menjerit sedang mencari makan untuk anak dan istrinya,mereka tertawa jutaan rakyat menjerit sedang mencari makan untuk anak dan istrinya,"['mereka', 'tertawa', 'jutaan', 'rakyat', 'menjerit', 'sedang', 'mencari', 'makan', 'untuk', 'anak', 'dan', 'istrinya']","['tertawa', 'jutaan', 'rakyat', 'menjerit', 'mencari', 'makan', 'anak', 'istrinya']","['tertawa', 'juta', 'rakyat', 'jerit', 'cari', 'makan', 'anak', 'istri']",tertawa juta rakyat jerit cari makan anak istri
Sri Mulyani Indrawati,Pembakalan apa???,pembakalan apa,pembakalan apa,"['pembakalan', 'apa']",['pembakalan'],['bakal'],bakal
Sri Mulyani Indrawati,Kenapa bu retno engga di ikutkan lagi di jajaran mentri??????? Sedih sekali,kenapa bu retno engga di ikutkan lagi di jajaran mentri sedih sekali,kenapa ibu retno engga di ikutkan lagi di jajaran menteri sedih sekali,"['kenapa', 'ibu', 'retno', 'engga', 'di', 'ikutkan', 'lagi', 'di', 'jajaran', 'menteri', 'sedih', 'sekali']","['retno', 'engga', 'ikutkan', 'jajaran', 'menteri', 'sedih']","['retno', 'engga', 'ikut', 'jajar', 'menteri', 'sedih']",retno engga ikut jajar menteri sedih
