text,tokoh,date
slm2 sht ibu Mentri yg baik hati. merdeka,Sri Mulyani Indrawati,2025-07-24T10:28:17Z
Ibu menteri terbaik....sehat sllu ibu menteri...,Sri Mulyani Indrawati,2025-07-24T10:04:58Z
Kemana Duit 700 trliun kemarin kok defisit terus,Sri Mulyani Indrawati,2025-07-24T09:37:38Z
Mboseni berita lama di ulang ulang.. Ini th 2024.,Sri Mulyani Indrawati,2025-07-24T08:28:29Z
Ini pidato tahun berapa ya.... Kayaknya jamannya jokowi 2024.,Sri Mulyani Indrawati,2025-07-24T08:26:58Z
Agustus 2024 ..yg katanya pensiunan naik 12%..nyatanya sampai juli 2025 belum cair...sabaarr,Sri Mulyani Indrawati,2025-07-24T08:01:30Z
"Min, kpn presiden umumkan kenaikan gaji Asn. Tni, danpolri serta pensiunan d thn 2025?",Sri Mulyani Indrawati,2025-07-24T07:40:44Z
Kembalikan pengelolaan SDA ke daerah masing-masing,Sri Mulyani Indrawati,2025-07-24T07:30:01Z
Semoga para pensiunan naik gaji pensiun nya saya doakan bapak presiden dan ibu mentri Sri,Sri Mulyani Indrawati,2025-07-24T06:39:12Z
"Negara myiskin narik pajak habis""an kerakjat.y utk nutup apbn  bayar utang luar negrisdngkan negara modern kaya raya mengandalkan ekspor barang jadi 😅",Sri Mulyani Indrawati,2025-07-24T06:27:31Z
Menteri tai...rakyat ri masih banyak yang melarat....menteri guoblokkkk...tai tai menteri kontol....,Sri Mulyani Indrawati,2025-07-24T06:06:00Z
"Tunjangan beras ASN yang nilanya masih 7.200/Kg mohon disesuaikan mengikuti harga beras pasaran, yang sekarang sudah mencapai harga 17.000/kg nya...",Sri Mulyani Indrawati,2025-07-24T05:27:12Z
Puji Tuhan klo gaji naik 200 % unt pensiunan,Sri Mulyani Indrawati,2025-07-24T05:14:36Z
"Sehat sll bu Mul..o iya tlg teman2 di sekitaran anda yg maling uang rakyat itu digigit saja ya...salam kerja keras untuk ""rakyat ""...",Sri Mulyani Indrawati,2025-07-24T04:59:22Z
mudah mudahan terlaksana....amin ya rabbal alamin,Sri Mulyani Indrawati,2025-07-24T04:43:13Z
"Selagi kampanye bicara muluk2 gaji naik masarakat sejahtera buktinya mana???
Kalau sudah duduk lupa berdiri tinggal ngitung berapa habis uang waktu kampanye itu semua harus terganti makanya sekali lagi tidak ada otu naik gaji.
Paling gampang naik becak muter2 senang deeehhh..",Sri Mulyani Indrawati,2025-07-24T04:31:44Z
Anjing kemajuan goblok rakyat makin sengsara.. Pejabat bajingan. Ngga ada gunanya untuk rakyat.. Banyak bacot aja mentri. ++ pelacur anggaran ++,Sri Mulyani Indrawati,2025-07-24T04:27:31Z
SRI MULYANI PELACUR KEUANGAN JOKOWI... MENTRI GOBLOK,Sri Mulyani Indrawati,2025-07-24T04:25:38Z
"Bulan Agustus memang tidak ada itu 6juta 15juta itu cuma berita bodong alias bohong kita lihat saja awal bulan ada ato masih biasa gajinya.para penerima pensiun dibikin malu sampe nanya2 sm kantor bank bayar.
Mereka bilang belum ada tambahan jawabmya.para pensiun jangan ngemis2 kita semua walaupun sdh sepuh2 msh punya harga diri jangan merengek minta dinaikan gaji.
Semoga kita semua para pensiun selalu sabar ihklas istikomah sehat selalu buat para pensiun..",Sri Mulyani Indrawati,2025-07-24T04:20:34Z
G d singgung mslah kenaikan gji pensiun TNI  polri...pyah,Sri Mulyani Indrawati,2025-07-24T03:41:39Z
Gaji pensiunan katanya naik...sudah ada infonya valid belum,Sri Mulyani Indrawati,2025-07-24T03:27:25Z
Semoga bapak Presiden beserta Bu Sri Mulyani dan seluruh jajaran di beri kesehatan dan Lindungan olehNYA.. Aamiin,Sri Mulyani Indrawati,2025-07-24T02:59:16Z
Tahun 2024 jangan di unggah,Sri Mulyani Indrawati,2025-07-24T02:27:03Z
Saya suami pensiun miskin sangat menyedihkan.. 😢,Sri Mulyani Indrawati,2025-07-24T02:00:16Z
tetep sabar mengemban tugas ibu.kuat.gk usah mendengar kata kata yg tdk perlu.sehat slalu utk ibu sri mulyani.amin,Sri Mulyani Indrawati,2025-07-24T01:55:16Z
"Mentri tiga Rezim ada apa mengapa, keuangan banyak dibobol TDK cuma bank Century tapi banyak Kadus lainnya....!!!?😂😂😂😂",Sri Mulyani Indrawati,2025-07-24T01:35:35Z
"Mohon naikan juga Bu gaji para petani, jangan hanya gaji abdi negara saja, karena petani juga abdi negara, ahaaaaaay",Sri Mulyani Indrawati,2025-07-24T01:28:03Z
Semoga kenaikan gaji pns dan pensiun seperti jaman gusdur.,Sri Mulyani Indrawati,2025-07-24T01:23:10Z
"Semoga ibu dan bapak presiden sehat dan panjang umur,semoga th ini gaji naik dan ngrapel kedepan ada pesangon ibu ,pensiunan sangat berharap ,pensiiunan byk hutang Bu",Sri Mulyani Indrawati,2025-07-24T01:18:52Z
Gaji pensiunan pns dong bu jgn lupa 😢 tiap bulan kami kepotong hutang 😢😢😢,Sri Mulyani Indrawati,2025-07-24T01:11:24Z
Semoga gaji naik dan yg sejahtera bukan cuma koruptornya.,Sri Mulyani Indrawati,2025-07-24T00:55:41Z
"Idih banci,, this is not.minister finance state republic Indonesia, 

Cause family maid canteen pelindo irawan ,, fuck him !! 

Can stop all him do ,,.
Level state not for PKI !!",Sri Mulyani Indrawati,2025-07-24T00:49:53Z
"Semoga Indonesia Jaya selamanya makmur ,  damai , sejahtera penduduknya.....Aamiin",Sri Mulyani Indrawati,2025-07-24T00:48:06Z
"Naikan gaji ASN jgn hakim doank yg diperhatikan, janji kampanye nya kok lupa",Sri Mulyani Indrawati,2025-07-24T00:01:20Z
Besok besok BAB kena pajak kacian Menkeu membabi buta,Sri Mulyani Indrawati,2025-07-23T23:43:22Z
Program memperkaya pejabat kok gak di sebut,Sri Mulyani Indrawati,2025-07-23T22:37:30Z
Weees ojo percoyo  banget2 ingat betul indonesia hutange udah setinggi langit duluuur. Sarafpe kesehatane  semua ben nggak  kenek struk goro2 berita XOAX. Gajirapelan dan kenaikan gaji. Dullluuuur,Sri Mulyani Indrawati,2025-08-01T13:52:33Z
"copot srimulyani rakyat tidak respek lagi sama orang ini.

jangan sok alim srimuliany kerjamu hanya bikin sengsara rakyat kecil indonesia saja.

mundur srimuliani tidak ada gunamu jadi kabinet indonesia.

srimulyani copot muak dengar srimulyani bicara di publik suka tunda tunda bantuan ke rakyat malah buat peraturan pajak pajak pajakin rakyat terus kamu srimulyani punya malu kamu srimulyani.

di sini rakyat indonesia banyak yang miskin kamu jangan usik terus rakyat indonesia.

srimulyani harus di periksa apakah mulutnya bisa di pertanggung jawabkan ...
kemapa selalu merasa kurang terus pemasukkan indonesia yang kaya ini padahal rakyat indonesia bayar pajak tiap detik. di kemanain uang pajak.


uang sitaan dari korupsi ratusan teriliun di kemanain.",Sri Mulyani Indrawati,2025-08-01T09:49:52Z
pajak pajak akan dicari untuk bayar hutang yg banyak dikoropsi pejabat,Sri Mulyani Indrawati,2025-07-31T04:48:51Z
SEMOGA MEMBAWA KEBERUNTUNGAN DAN KEBERKAHAN BAGI KAMI PARA PENSIUNAN💪💪💪,Sri Mulyani Indrawati,2025-07-31T02:04:16Z
"Hallaaahhh ttp sm yg sdh2 yg dibahas gk afa kmajuan ttp ttpan pres lama , mbulet2 trs gk2 ada prubahan , nunggu gabung mahasiswa negara kaya bergantung pd apbn trs sumber2 dr alam kemana?",Sri Mulyani Indrawati,2025-07-29T09:18:47Z
"Asalamu'alaikum, Pak Presiden dan Sri Mulyani saya mohon maaf dari lahir sampai bhatin mungkin ada salah besar maupun kecil mohon dihapuskan, Aamiin",Sri Mulyani Indrawati,2025-07-29T07:14:36Z
"Menteri Keuangan tamatan S3, tapi  nyusun APBN Negara boros 30 ℅.                                 Berarti  tak perlu kuliah  ya  , cukup tamatan  SMA saja  lalu kreatif dan gunakan akal sehat nyusun APBN.",Sri Mulyani Indrawati,2025-07-28T01:12:44Z
Mana gak ada kenaikan gaji,Sri Mulyani Indrawati,2025-07-27T09:02:41Z
"Uang rakyat dikurupp tiap tahun gak ada ketegasan hukum , tapi low bayar pensiunan negara merasa dirugikan aneh",Sri Mulyani Indrawati,2025-07-26T23:17:05Z
Mulyadi dqn mul adalah kembar 😅. Sama sama ngibulnya 😅.... Profesionalisme nya mana bu menteri kalau tukang ngutang doang yang lain juga bisa.... Bisa ga transparan dan dimengerti masyarakat laporan pertanggungjawaban keuangan larinya kemana saja utang 4000 Triliun masa Jokowi dn masa sekarang,Sri Mulyani Indrawati,2025-07-26T05:19:56Z
Tanggal 15 Agustus 2025 Presiden akan menyampaikan didepan DPR RI tentang Kenaikan Gaji Pensiunan PNS TNI POLRI sebesar 100%😊,Sri Mulyani Indrawati,2025-07-26T04:18:35Z
"Bongkar,, byk yg suka jalan tikus tersembunyi...",Sri Mulyani Indrawati,2025-07-26T03:14:07Z
"Bu sitaan di tunjukkan ke masyarakat trus uangnya kemana,tolong APBN jgn nhomong maju..rakyat byk kelaparan miris ,pejabat gomong gede,nota uang tolong jelas ke masyarakat anggaran tulis,prabowo dulu ngomong harus di tunjukkan ke masyaraksn,uang perbaikan byk di korupsi menkes zdiknas, uptd,kepsek ujung ujungnya sampai ke sekolah 30% jgn lapor doang tayangkan rakyat bisa pantau,wartawan yg minta amplop di basmi oknum",Sri Mulyani Indrawati,2025-07-25T09:25:56Z
Berita. Di yutub itu. Editan palsu hookkkkk. Bohong. Yg bicara itu. Bukan manusia setan dari lobang kuburan kalau manusiah sekLi kali ada kebenranya berhubung bkn msnusia yg bicara itu timbul pembohonGan berkepanjangan admin yutub kurangajar membuat berita hoookkkkk,Sri Mulyani Indrawati,2025-07-25T08:45:57Z
OMON  ....OMON  COE.......,Sri Mulyani Indrawati,2025-07-25T07:48:11Z
Udah berhentikan saja ini menteri,Sri Mulyani Indrawati,2025-07-25T07:28:23Z
"permudah dunia usaha apa prakteknya  ???????????????????????????????????????????????????????
dari bikin siup aja da dipalak kalo ga lama keluarnya,trus pas pabrik buka,kena pajak2x dari A sd Z, blm trmsk byr ormas,kena demo buruh2x yg mrasa da dukung mr p,trus kena efek impor ilegal dan efek keran impor dari tiongkok, dan nol persen brg AS,blm termasuk barang2x toko sering kena colong anak dibawah umur krn pd pengangguran.
kata para pengusaha : TAEKLAH",Sri Mulyani Indrawati,2025-07-25T04:19:42Z
boong,Sri Mulyani Indrawati,2025-07-25T03:56:05Z
"Hukum R,I ,d pertegas jgn omon omon saja ,",Sri Mulyani Indrawati,2025-07-25T02:49:49Z
Emg percuma kita omg2,Sri Mulyani Indrawati,2025-07-25T00:54:39Z
Dimana mana ada maling serakah..... Hukum abu abu...banyak PHK.semua barang naik..pajak mencekik......hadeh..😢😢🥴👎👺💸,Sri Mulyani Indrawati,2025-07-24T21:38:56Z
Hadeh....omon omon tok.. gedabrush Kabeh..... rakyat lapar...tolong Carikan pekerjaan untuk hidup...... 🥴🥴👎👎👺💸,Sri Mulyani Indrawati,2025-07-24T21:37:28Z
"Yth Ibu Menteri, tolong perhatikan gaji pokok PNS pensiun dibayarkan sekali Gus.gaji naik gaji pokok PNS pensiun.",Sri Mulyani Indrawati,2025-07-24T21:24:45Z
Buang uang femi fukungan tapi akhirnya lebih buruk dari yg lain,Sri Mulyani Indrawati,2025-07-24T12:39:23Z
"Banyak omong lo bu... Efisiensi2 ta1, rakyat menderita lo pejabat2 asik2an beli mobil harga milyaran. Kalo lo & pejabat2 korup lainnya mat1, kyknya rakyat sejahtera...",Sri Mulyani Indrawati,2025-07-24T10:15:14Z
😂😂😂😂😂😂😂😂,Sri Mulyani Indrawati,2025-07-24T05:39:58Z
banyak pak ogah dibiarkan. swontwolwoywo.,Sri Mulyani Indrawati,2025-07-24T02:47:58Z
Percuma kalian komen tidak akan bisa masuk ke pemerintah,Sri Mulyani Indrawati,2025-07-23T19:26:17Z
"Anggaran pangkas 40%,BUMN HARUS DIPARIKSA SETIAP BULAN DAN,MENDIKBUD JUGA PERPAJAKAN DAN BEA CUKAI HARUS DI AWASI SUPER KETAT.",Sri Mulyani Indrawati,2025-07-23T17:51:15Z
"Rapat Berjam jam ujung2 nya defisit
Indonesia failed nation
Hapussss data digital anda sekarang
Gila kali negara gak punya kedaulatan untuk melindungi data rakyat nya sendiri
Gobloknya presiden dan pemerintahan
Tai lah,bodoh amat dah di tangkap karena komentar,asli gak Sudi gue data pribadi gue di transfer se enak nya ke USA
Perusahaan2 USA banyak kebobolan soal data,dan itu ada rekam jejak digital nya di YT
Google chrome dan website lainnya
Parah2, mereka USA mau membungkam pro Palestina di seluruh medsos
FREE speech",Sri Mulyani Indrawati,2025-07-23T14:34:19Z
Laporan uang sitaan dari para koruptor juga harus sry Muliani umumkan di publik agar rakyat tahu Sdh berapa jumlah nya uang itu bukan uang pemerintah itu uang rakyat,Sri Mulyani Indrawati,2025-07-23T13:33:48Z
Bu Sri kan Ustadzah,Sri Mulyani Indrawati,2025-09-14T03:07:24Z
"PAJAK ITU MENCURI UANG RAKYAT SECARA PAKASA bahkan ngomong ajah harus dipajaki yah itu Para Anggota DPR mereka Ngomong saja Rakyat harus Kasi pajak kepada mereka Jutaan
Pajak itu Semuanya diembat bahkan Fakir miskin saja diembat 
Zakat: Fakir miskin tidak diharuskan membayar zakat justru mereka yang menerima zakat dan belum lagi 8 golongan orang susah yang dikasih jakat caritahu sendiri sajalah BERBEDA dengan pajak MERAMPAS kepemilikan RAKYAT secara paksa HUKUMNYA HARAM
Waduh belum lagi tahun ini pajak naik pula suguhan saya tidak Ridho
#.di pemerintah imarah Islam diafganistan itu bahkan jika Tidak ada plat nomor selama mematuhi lalulintas tidak akan ditilang BERBEDA dengan KONOHA SEMUANYA DI EMBAT Ndak iklas saya harus ke Samsat terus wong itu KENDARAANNYA SAYA",Sri Mulyani Indrawati,2025-09-01T01:21:43Z
"Zakat dibayarkan dri yang mampu untuk bagi yang kurang mampu. Kalo pajak dan zakat disamakan. Brati yang wajib bayar pajak hanyalah kalian para pejabat, kalangan konglomerat dan orang2 kaya saja sebaiknya karena yang akan menerima hasil pajak tsb dari golongan kami yg tergolong masyarakat kurang mampu. Mungkin begitu maksud dari bu menteri yg terhormat sri mulyani 😂",Sri Mulyani Indrawati,2025-08-25T07:01:42Z
"Pernah belajar agama gak sih Menkeu ini.
Wong terang2an pajak buat memperkaya pejabat dengan gaji dan tunjangan yg luar biasa dan terkadang disalah gunakan dengan korupsi.
Beda 180° kali dengan zakat, zakat itu pemberi ada syaratnya yaitu orang yg mampu/kaya, bukan semua orang di kenaiin kayak pajak. Disalurkan pada yg miskin dan golongan2 lain yg telah diatur hukum Islam. Yg termasuk Ustad/Guru, itu malah bisa di masukkan dalam penerima zakat, yang malah pejabat anggap beban anggaran negara.

Ringkasnya pajak negara kita sekarang ini dari si miskin ke yang kaya, zakat dari si kaya ke yang miskin.",Sri Mulyani Indrawati,2025-08-23T13:22:26Z
"ibu sri (menteri keuangan) sebaiknya belajar lagi apa itu wakaf dan zakat.
Wakaf itu menahan harta untuk kepentingan umat sesuai syariat Islam.
dan zakat itu HANYA WAJIB BAGI YANG MAMPU",Sri Mulyani Indrawati,2025-08-19T23:42:33Z
"Katanya orang pintar, menganggap guru sebagai Bean negara, tapi ibu GK bisa membedakan mana zakat, mana pajak..😊😊😊",Sri Mulyani Indrawati,2025-08-18T11:14:13Z
Kita rakyat yg bayar pajak pejabat dn koruptor yg menikmati..,Sri Mulyani Indrawati,2025-08-17T10:21:15Z
Pemimpin yang sudah mengatas namakan agama utk menguras harta rakyat nya manusia yang paling jahat karena anda tidak takut akan azab dan dosa dari perkataan dan perbuatanmu,Sri Mulyani Indrawati,2025-08-17T06:09:06Z
"Mau bayar pajak tapi khawatir di korupsi ada yg sama???,
Pemerintah daerah yg kena efisiensi rakyat yg suruh nalangin waras kaga.😂",Sri Mulyani Indrawati,2025-08-17T00:48:49Z
sri mulyono orang gendeng 😂,Sri Mulyani Indrawati,2025-08-15T17:03:52Z
semakin tidak waras,Sri Mulyani Indrawati,2025-08-14T15:20:16Z
Gendheng,Sri Mulyani Indrawati,2025-08-14T14:38:36Z
RIBUAN TON HASIL BUMI YG DI EXPOR KELUAR NEGERI TIAP HARI TAPI KENAPA PEMERINTAH HANYA FOKUS MEMAJAKI RAKYAT,Sri Mulyani Indrawati,2025-08-14T12:49:50Z
Dasar termulyani kau,Sri Mulyani Indrawati,2025-08-14T11:37:29Z
"Yang dipermasalahkan aliran pajak,untuk pejabat2 saya gak ridho.kerjanya gak bener,suruh memakmurkan rakyat,harga bahan2 pokok murah2.malah pemerintah memperkaya diri mereka sendiri,lewat pajak.pake otak bu",Sri Mulyani Indrawati,2025-08-14T10:57:17Z
"Ya jelas beda kontek lah buk ,klo zakat itu perintah agama islam dan sdah masuk rukun islam yg ke 3 ini  perintah allah ɓkan manusia besarannya sdah ditentukan 2,5% tidak berubah dari dulu hinggq sekarang.
Sedangkan pajak ditentukan oleh manusia (negara) yg besarnya berpariasi yg bisa berubah ubah sewaktu waktu😊",Sri Mulyani Indrawati,2025-08-14T10:45:58Z
Miris...bnget....,Sri Mulyani Indrawati,2025-08-14T10:04:06Z
"Punya agama tp tak tau aturan agama yg dianut, dan digunakan utk pembenaran.
Miris...",Sri Mulyani Indrawati,2025-08-14T09:41:10Z
Pajak buat bayar pejabat,Sri Mulyani Indrawati,2025-08-14T09:28:04Z
"BEDA PAJAK DG ZAKAT........
1,ZAKAT  UNTUK 
 ORANG YANG 
 MEMBUTUHKAN 
 FAKIR MISKIN. 
2,PAJAK RAKYAT 
   UNTUK MEMBAYAR 
  CONGORMU &
   GEROMBOLAN MU 
  YG KURANG "" & 
  KURANG MATAMU 
  PICEK OTAKMU 
  DUBLEG, 
  PENGHISAP DARAH 
  & KERINGAT RAKYAT 
   DUIT"" & DUIT 
  ASYUUUUU.......",Sri Mulyani Indrawati,2025-08-14T09:21:41Z
BEDA ANTARA PAJAK & ZAKAT NENG ....,Sri Mulyani Indrawati,2025-08-14T08:33:26Z
Keluarga sri anjeng,Sri Mulyani Indrawati,2025-08-25T13:14:52Z
Per orang gratis pajak seumur hidup kkali ya 😂,Sri Mulyani Indrawati,2025-08-18T10:35:27Z
"Karma anda 😂 ,,
udah berapa rumah orang loe ambil secara paksa ,,
sekarang gantian 😂.
tangisan Ulerrrrr jangan di percaya !",Sri Mulyani Indrawati,2025-09-12T06:04:24Z
PAHLAWAN KESIANGAN,Sri Mulyani Indrawati,2025-09-11T10:43:11Z
"SEHARUSNYA rakyat Indonesia bangga punya sosok ahli keuangan, berkontribusi penjaga stabilitas keuangan negara, beliau juga pernah menjabat di Word Bank.
IBU SRI MULYANI SANGAT JUJUR AMANAH PROFESIONAL",Sri Mulyani Indrawati,2025-09-03T01:10:23Z
"TNI di gaji untuk jaga seluruh rakyat indonesia ❌
TNI di gaji untuk jaga seluruh pejabat indonesia ✅",Sri Mulyani Indrawati,2025-09-02T16:56:14Z
"Kata google ""Sri Mulyani Indrawati adalah Menteri Keuangan yang meraih banyak prestasi, termasuk sebagai Menteri Keuangan Terbaik Asia Pasifik oleh FinanceAsia (2017, 2018, 2019), Finance Minister of the Year oleh Global Markets (2018, 2020), dan Distinguished Leadership and Service Award dari Institute of International Finance (2021). Di tingkat internasional, ia pernah menjabat Direktur Pelaksana World Bank dan diakui sebagai salah satu perempuan paling berpengaruh oleh Forbes. Di Indonesia, ia berhasil menstabilkan ekonomi makro, menjaga inflasi tetap rendah, mengelola utang negara, serta memperkuat kepercayaan investor. "" Bener gk sih",Sri Mulyani Indrawati,2025-09-02T07:22:04Z
Bangun rumah besar hasil dari memeras rakyat,Sri Mulyani Indrawati,2025-09-01T22:55:26Z
"wih sehebat apa Sri Mulyani Sampek di jaga TNI....

eko, Uya Kuya dan  sahroni saja tidak di jaga TNI lhooo....

apa rumah Sri Mulyani ada ruang rahasia???

atau Sri Mulyani ini memang intelejen asing???

prasangka saya Sri Mulyani adalah intelejen asing karena dia pernah mejabat di bank dunia berkantor di Washington DC Amerika.

pasti Sri Mulyani adalah antek2 Amerika....
jika memang Sri Mulyani antek2 Amerika berarti Jokowi juga antek2 Amerika....

jejak Jokowi selama jadi presiden ke Amerika sebanyak 5x sedangkan ke Rusia sebanyak 2x

dan Sri Mulyani menjadi Mentri di era Jokowi sejak awal.

dan sejarah Soekarno di gulingkan dr presiden karena Amerika dan inggris takut Indonesia di tangan Soekarno akan menjadi ancaman....

dan demo sekarang ini persis dengan sejarah Soekarno....

dulu Soekarno membangun pabrik rudal/roket, antariksa dan nuklir, akhirnya Amerika dan inggris takut Indonesia akan menjadi negara kuat karena di dukung Freeport.

sebab itulah Soeharto di kirim untuk menggulingkan Soekarno yang akhirnya Soeharto jadi presiden....

setelah Soeharto jadi presiden rencana2 Soekarno  seperti rudal/roket, antariksa dan nuklir musnah. yg paling parah saham Freeport di kuasai Amerika secara penuh.

barulah setelah Soeharto lengser Indonesia bisa membuat rudal/roket meski hanya jarak pendek, antariksa mulai di jalankan lagi dan nuklir mulai riset bekerja lagi.
dan saham Freeport berhasil di rebut meski hanya 51%

sekarang Prabowo meneruskan rencana2 Soekarno seperti alutsista besar2an....

makanya harus di buat seperti sekarang ini agar Indonesia tetap lemah jika Prabowo di ganti... karena sebuah negara jika alutsistanya lemah sudah pasti politik di luar negri akan lemah juga karena takut.",Sri Mulyani Indrawati,2025-09-01T15:53:26Z
"sudah gaji jauh dibawah polisi & brimob.
saya ga ikhlas kalo sampai nama tni buruk dimata masyarakat.

itu akan jadi paket komplit",Sri Mulyani Indrawati,2025-09-01T14:13:32Z
KECEWA SIH,Sri Mulyani Indrawati,2025-09-01T13:39:07Z
Ayoo kita jarah markas tni pula.. lumayan tuh banyak yang bisa diambil,Sri Mulyani Indrawati,2025-09-01T07:33:30Z
Ada CD sama BRA bekasan Bu menteri yang sdh pada rombeng berarakan 🤣🤦🏻‍♂️,Sri Mulyani Indrawati,2025-09-01T07:13:22Z
"Disini jeleknya,sudah jelas bikin susah rakyatnya masih di lindungi",Sri Mulyani Indrawati,2025-09-01T04:03:57Z
"dari..rakyat...oleh..rakyat...U N T U K....rakyat...
...(al big boy).....",Sri Mulyani Indrawati,2025-09-01T03:25:45Z
ngak punya kebijakan.Pajak aza terus otak perempuan dajal sri mulyani,Sri Mulyani Indrawati,2025-08-31T23:00:02Z
"Para guru do'a nya diijabah oleh alloh, SEMOGA KEDHOLIMAN CEPAT SIRNA , DAN RAKYAT SEJAHTERA",Sri Mulyani Indrawati,2025-08-31T17:28:43Z
"Sekelas Mentri Masa ga ada antisipasi, sudah kejadian baru di jaga😅",Sri Mulyani Indrawati,2025-08-31T15:44:14Z
"Aduh Pk TNI jangan mau 
Njagain rumah nya dirayu pajak pulang ajja tidur sana",Sri Mulyani Indrawati,2025-08-31T15:22:08Z
"karena ada barang bukti yang disembunyikan,",Sri Mulyani Indrawati,2025-08-31T15:11:20Z
Jaga saja trus! Masyarakat hanya memantau!,Sri Mulyani Indrawati,2025-08-31T14:59:52Z
"Kalau ga salah menurut info berita kekayaan Sri Mulyani 9 T lebih , kalau 1 berapa milyar ya ,,
Hebat hebat ya pejabat ini 
Orang kecil makan sepiring aja susah Bu.",Sri Mulyani Indrawati,2025-08-31T14:57:04Z
Telatt,Sri Mulyani Indrawati,2025-08-31T13:59:14Z
Rumah raja begal,Sri Mulyani Indrawati,2025-08-31T13:49:15Z
"Mamam tuh yg bilang ""guru beban negara""🤣🤣",Sri Mulyani Indrawati,2025-08-31T13:28:36Z
"Alhamdulillah yang JARAH di rumah Bu Sri Mulyani sy JEGAL,,, mereka disuruh bayar pajak penjarahan/PPN 21%,,nanti uang pajak nya sy balikin eeeaa Bu❤❤❤",Sri Mulyani Indrawati,2025-08-31T12:55:12Z
"Tenang Bua Sri Mulyani,,,,yang jarah sudah saya JEGAT di jalan,,,saya suruh bayar PAJAK PENJARAHAN/PPN 12% NNT uang nya kasih ke Ibu eeaa,,Biar ga terlalu menyakitkan,,,😂😂😂",Sri Mulyani Indrawati,2025-08-31T12:52:53Z
Ko TNI kenapa ga polisi..wkwk,Sri Mulyani Indrawati,2025-08-31T12:39:30Z
Ngapain tuh TNI jagain rumah para pejabat pemeras rakyat. Sebenarnya TNI bela rakyat ato pejabat???,Sri Mulyani Indrawati,2025-08-31T12:37:17Z
Habis Syukurlah tapi masih bnyk punya RUMAH DIA DILUAR NEGRI,Sri Mulyani Indrawati,2025-08-31T11:52:44Z
rumah kofifah kpn rek,Sri Mulyani Indrawati,2025-08-31T11:26:01Z
lkurang lagi kl njarah ....masih banyak tuh harta sri mulyani,Sri Mulyani Indrawati,2025-08-31T11:25:27Z
"Duta perpajakan Indonesia,,nenek lampir,,",Sri Mulyani Indrawati,2025-08-31T11:22:38Z
"DPR TDK sahkan UU perampasan aset,, akhirnya rakyat sendiri yang sah kan UU nya,😅😅😅",Sri Mulyani Indrawati,2025-08-31T11:21:44Z
"Sekarang TNI di benturkan dengan rakyat, ternyata para pejabat bisa menggantikan tuhan asal tuding hari ini rumah dan hartaku harus kamu jaga.
Jangan sampai rusak / hilang, kalau sampai ada kamu akan kami pecat.",Sri Mulyani Indrawati,2025-08-31T11:04:42Z
Gak asik rumah si dewa pajak di jaga TNI 😂,Sri Mulyani Indrawati,2025-08-31T11:04:21Z
"Alhamdulillah akhirnya rmh siiblis wanita di jarah rakyat n respect for people❤, krn siiblis inilah rakyat semakin dibikin menjerit,susah sengsara akibat semua dia pajakin..mampus",Sri Mulyani Indrawati,2025-08-31T10:46:49Z
"Serbu juga donk ini org yg suka naikin pajak bikin rakyat susah cukai rokok naik, ppn naik, materai dr 6.000 lsg ke 10.000, biadab juga ini perempuan",Sri Mulyani Indrawati,2025-08-31T10:34:23Z
"Semakin Kalian Memimpin Negara dengan ""Keruwetan"" Maka Kami Akan Buat Kalian ""Ruwet"" Di Luar Kantor",Sri Mulyani Indrawati,2025-08-31T10:14:51Z
Maksud tni disitu ngapain...dikasih sogok an juga mungkin ini ..makak nya mau mauan jadi kucing oleh sri...luar biasa ..kata nya TNI berpihak ke rakyat kok malah jadi kucing,Sri Mulyani Indrawati,2025-08-31T10:06:24Z
"Sekarang mah pejabat yg korup bisa saja hartanya dijarah oleh rakyat, karena tdk diberlakukannya UU perampasan aset,",Sri Mulyani Indrawati,2025-08-31T09:37:35Z
kenapa harus di jaga sih,Sri Mulyani Indrawati,2025-08-31T09:09:47Z
Pengecut.. bisanya petantang petenteng aja.. palak sana palak sini.  Saat di samperin ngumpet di ketek tni..,Sri Mulyani Indrawati,2025-08-31T08:52:40Z
Patuh banget ya pimpinan TNI kita😊,Sri Mulyani Indrawati,2025-08-31T08:51:32Z
Sebentar lagi TNI jadi sasaran nya 😂😂😂,Sri Mulyani Indrawati,2025-08-31T08:50:58Z
😢😢😢😢😢😢,Sri Mulyani Indrawati,2025-08-31T08:45:11Z
"Muhasabah diri, kenapa terjadi pada dirimu bu menkeu... 😢",Sri Mulyani Indrawati,2025-08-31T08:40:57Z
Wkwkwkkw kok pake dijaga segala 😂,Sri Mulyani Indrawati,2025-08-31T08:38:11Z
Jangan dijagain pak. Kita lagi melaksanakan RUU Perampasan Aset.,Sri Mulyani Indrawati,2025-08-31T08:26:46Z
"Giliran rumah rakyat sipil dibobol orang, motor dicuri orang, aparat pura pura tidak tahu njing",Sri Mulyani Indrawati,2025-08-31T08:22:54Z
Bukti demokrasi rakyat berkuasa,Sri Mulyani Indrawati,2025-08-31T08:17:50Z
Rumah jokowi kapan,Sri Mulyani Indrawati,2025-08-31T08:15:05Z
Hilang sudah kesabaran rakyat Indonesia terhadap maling uang rakyat,Sri Mulyani Indrawati,2025-08-31T08:12:01Z
