text,tokoh,date
Rakyat siap,Purbaya Yudhi Sadewa,2025-12-05T04:46:33Z
Begitulah kalau pejabat munafik dan biadab kl ada perubahan buat mrk.kepanasan krn bakal berkurang yg akan dikorupsi.,Purbaya Yudhi Sadewa,2025-12-05T04:38:26Z
"Kalau tidak melakukan pelanggaran kenapa takut,saya tidak takut pa. Purbaya mau ngomong apa saja silahkan karena saya tidak melakukan pelanggaran........ Insyaflah para pencuriiiiii",Purbaya Yudhi Sadewa,2025-12-05T04:25:37Z
Arti kata poli tikus😂😂,Purbaya Yudhi Sadewa,2025-12-05T04:24:49Z
sebenarnya kelihatan siapa perusak dan siapa penyelamat negri ini,Purbaya Yudhi Sadewa,2025-12-05T04:24:10Z
"Biarkan aja para dogie menggonggong ,,,jgn dihiraukan Pak Purbaya,,,😂😂",Purbaya Yudhi Sadewa,2025-12-05T04:22:25Z
Bravo bpk purbaya,Purbaya Yudhi Sadewa,2025-12-05T04:20:46Z
"Kalau tanam padi, rumput pasti ikut tumbuh,, semangat pak Purbaya,, negara ini butuh orang orang seperti anda 💪💪",Purbaya Yudhi Sadewa,2025-12-05T04:17:14Z
Karena mereka semua sangattakut boroknya menggarong Wang  negara dari keringat rakyat dan kekayaan alam negeri terbongkar dan mereka biang keroknya,Purbaya Yudhi Sadewa,2025-12-05T04:06:20Z
"Yang saya heran apa urusannya MUI dengan menteri keuangan kok bisa""nya ikut campur.",Purbaya Yudhi Sadewa,2025-12-05T04:05:02Z
Ketua MUI itu mu ngapaiiiii?😂,Purbaya Yudhi Sadewa,2025-12-05T04:04:52Z
"Lanjutkan pak Pur , mereka takut jatznya hilang.",Purbaya Yudhi Sadewa,2025-12-05T04:04:41Z
"Jangan takut , tuhan bersama kita . Sementara iblis bersama mereka .",Purbaya Yudhi Sadewa,2025-12-05T04:02:30Z
Harus ada penembak gelap biar habis  yg kenal hukum,Purbaya Yudhi Sadewa,2025-12-05T03:53:10Z
Jadinya ketahuan pejabat yg suka makan uang rakyat.....ini masuk lingkaran Dajjalut 🤣🤣🤣🤣🤣,Purbaya Yudhi Sadewa,2025-12-05T03:46:44Z
Lanjut pak purbaya audit semua pak,Purbaya Yudhi Sadewa,2025-12-05T03:43:36Z
"Pk purbaya di printah pk presiden,pk presiden rakyat yg perintah , jdi walaupun mui belum tentu orangnya baik hati,bisa aja cari""",Purbaya Yudhi Sadewa,2025-12-05T03:41:24Z
Mui telek,Purbaya Yudhi Sadewa,2025-12-05T03:36:38Z
Maju teruss pa menkeu jgn gentar selama ada di jalan yg benar Allah selalu melindungi bp,Purbaya Yudhi Sadewa,2025-12-05T03:22:51Z
harusnya setiap pemimpin baru melakukan pembersihan orang orang lama...,Purbaya Yudhi Sadewa,2025-12-05T03:17:50Z
Orang baik selalu dimusuhi orang orang jahat,Purbaya Yudhi Sadewa,2025-12-05T03:16:56Z
Yng nyerang 0ejabar korub ya..atau pejabat yng lahan basah nya di tahan pak mentri,Purbaya Yudhi Sadewa,2025-12-05T02:59:19Z
"Ga usah di denger  pa poer ....
Abaikan saja",Purbaya Yudhi Sadewa,2025-12-05T02:52:02Z
"Saya ulangi barkali-kali di bagian""makin pusing Purbaya tambah pusing tdk apa2 pusingmu mulia untuk rakyat"" karena beliau bekerja di jln yg benar,,semoga Pak Purbaya diberi kesehatan dan rezeki yg lancar agar bisa terus memimpin di Kementrian RI❤❤❤",Purbaya Yudhi Sadewa,2025-12-04T10:39:00Z
"Pak pur, ayo rampas tuh harta para koruptor, jangan kasihani, suruh mereka kembalikan yang telah mereka curi dari tambang tambang, tanah, hutan dll milik seluruh rakyat, pakai untuk buat jembatan, perbaikan sekolah sekolah, kesehatan gratis dll.",Purbaya Yudhi Sadewa,2025-12-04T07:06:00Z
Kami mencintaimu BPK presiden Prabowo..apapun orang menilaimu..demi Alloh kami mencintaimu bpk,Purbaya Yudhi Sadewa,2025-12-01T15:04:45Z
Panjang umur bapaak,Purbaya Yudhi Sadewa,2025-12-01T09:51:33Z
sehat selalu pak prabowo dan pak purbaya,Purbaya Yudhi Sadewa,2025-12-01T07:44:13Z
ذٰلِكَ بِاَنَّ اللّٰهَ لَمۡ يَكُ مُغَيِّرًا نِّـعۡمَةً اَنۡعَمَهَا عَلٰى قَوۡمٍ حَتّٰى يُغَيِّرُوۡا مَا بِاَنۡفُسِهِمۡ‌ۙ وَاَنَّ اللّٰهَ سَمِيۡعٌ عَلِيۡمٌۙ,Purbaya Yudhi Sadewa,2025-12-01T06:58:34Z
سَوَآءٌ مِّنكُم مَّنْ أَسَرَّ ٱلْقَوْلَ وَمَن جَهَرَ بِهِۦ وَمَنْ هُوَ مُسْتَخْفٍۭ بِٱلَّيْلِ وَسَارِبٌۢ بِٱلنَّهَارِ,Purbaya Yudhi Sadewa,2025-12-01T06:57:39Z
فَاعۡلَمۡ اَنَّهٗ لَاۤ اِلٰهَ اِلَّا اللّٰهُ وَاسۡتَغۡفِرۡ لِذَنۡۢبِكَ وَلِلۡمُؤۡمِنِيۡنَ وَ الۡمُؤۡمِنٰتِ​ ؕ,Purbaya Yudhi Sadewa,2025-12-01T06:50:00Z
"Pak prabowo n pak purbaya pikirkn jg anak"" kita yg sdh umur 35 thn gak bisa ikut tes PNS n BUMN kana umur, mrke sdh capek"" kuliah, gimana caranya?",Purbaya Yudhi Sadewa,2025-12-01T06:20:28Z
Bravo Pak Prabowo josss,Purbaya Yudhi Sadewa,2025-11-30T21:30:31Z
Siapa yang tiba2 Nitikan air mata pas dengar pidato pak presiden tunjuk tangan,Purbaya Yudhi Sadewa,2025-11-30T17:33:25Z
"Memang betul kata gusdur
 Prabowo orangnya baik hati",Purbaya Yudhi Sadewa,2025-11-30T12:49:52Z
the best bapak ❤❤❤,Purbaya Yudhi Sadewa,2025-11-30T07:50:48Z
Lah kalau hutang buat kepentingan begini saya se 7 demi kemakmuran  warganya. Jangan woosh golongan menengah -atas aja yang bisa menikati padahal perjalan darat jakarta bandung masik bisa 😂😅,Purbaya Yudhi Sadewa,2025-11-30T06:33:14Z
"Bapak juga harus berhenti merusak Indonesia dong !! Berhenti normalisasi deforestasi, perkebunan sawit yang tidak dibatasi. Sumatera tuh sudah terkena akibat deforestasi !!!",Purbaya Yudhi Sadewa,2025-11-30T03:57:01Z
Luar biasa bapak presiden lanjutkan,Purbaya Yudhi Sadewa,2025-11-30T03:54:47Z
Kalo jembatan kecil seharusnya menjadi tanggung jawab pemerintah daerah,Purbaya Yudhi Sadewa,2025-11-30T02:38:48Z
Saya sedih dan terbayang bgmn para leluhur dan pejuang2 bangsa dan negsra ini dgn rela mati utk mengangkat martabat dan kehormatan  rakyat indonesia yg di hinakan ditindas oleh penjajah tp seorg jokowi dan relawan2nya malah tega merusakdan menindas dgn memiskinkan merugikan bangsa dan negaranya sendiri...,Purbaya Yudhi Sadewa,2025-11-29T21:30:00Z
Saya tdk pun6a kepentingan pribadi atau apapun utk membenci  iri hati dendam dengan jokowi dan tdk ada utgnya jg buat saya tp saya menangis dan sedih kok bisa2nya seorg penjahat diangkat martabatnya jd predident tp masih tamak dsn serskah selalu ingin bisa menguasai negri ini.,Purbaya Yudhi Sadewa,2025-11-29T21:25:10Z
Kesempatan terbaik utk indonesia menjadi terang dan bersinar seantero dunia sdh Tuhan percayakan kepada bpk prabowo... jgn lg ikutin jejak2 atau bayang2 hitam dgn topeng kepalsuan utk agar dipuji di puja tp hrs tegas dan jelas... sdh saat jya indonesia bersinar dan  bercahaya agar indonesia benar2 bisa jenghargai menghormati apa yg Tuhan sediakan dan apa yg Tuhan mau... bukanapa yg bpk prabowo dan jokowi mau....klu saya jd president yg pertama saya lakukan membuat hidup2 hamba2 Tuhan di negara ini semua bahagiah dgn  melayani mrk krn cinta kasih Tuhan dan dpt hidup damai sejahtera semuanya. jgn lg ada bayang hitam jokowi yg merusak dan merugikan  memiskinksn rakyat yg sebsngsa dan setahah air pula dgn dirinya...dan bnyk jg yg lain bukan hanya jokowi saja...sadarlah dan bangkit terangkan cahaya illahi di dlm diri kalian agar tdk dibinasakan...krn tdk membushkan hasil yg terbaik utk Tuhan dsn alam semesta ini...,Purbaya Yudhi Sadewa,2025-11-29T21:16:14Z
Sadarlah klu kita srmua ini hanya hsmbah yg di tugaskan Allah utk melayani sesama ciptaan Tuhan dgn cinta kasih Tuhan yg sdh diberikan kpd kita.... bpk prabowo tdk perlu takut bertindak tegas agar dan tunjukan kebenaran klu benar2 benar dan salah klu benar2 salah krn czhaya illahi dlm diri kita utk menyadarkan kita dan utk bsngkit dan sadar dari kegelapan menjadi terang tdk ada lg yg tersembunyi dan yg menyesatkan menuju kebinasaan.,Purbaya Yudhi Sadewa,2025-11-29T21:00:49Z
Bpk prabowo cukup takut dgn Allah yg  selau ada bersama bpk... jgn kecewakan Allah yg sdh menugaskan bpk utk mrlayani dgn baik dan benar.,Purbaya Yudhi Sadewa,2025-11-29T20:54:22Z
Pak mata bathin rakyat tdk bisa di tipu dan ada Tuhan alam semesta yg menyaksikan perbuatan jokowi dan kekecewaan semua hamba2 T7han yglahir dan hidup di indonesia ini..,Purbaya Yudhi Sadewa,2025-11-29T20:52:39Z
Pikiran nyata kerja nyata yg jshat sdh nyata knp bpk prabowo tdk segera bertindak  alam mulai bertindak tp pak prabowo tdk peka makna kejadian ini...apa nunggu pak prabowo alami dulu baru ssadar knp aku tdk berani dgn yg jelas2 sdh merusak moral dan kehormatan seluruh rskyat infonesia dgn tipuan dan topeng2nya jokowi selama ini dgn pencitraan.,Purbaya Yudhi Sadewa,2025-11-29T20:50:57Z
Dimana hati nursni para koruptor2 apa tdk punya rasa bgmn negara klu mengalami musibah di negara2 indonesia,Purbaya Yudhi Sadewa,2025-11-29T20:46:17Z
Presidenku 2 preode ❤❤❤❤,Purbaya Yudhi Sadewa,2025-11-29T16:26:04Z
"Alhamdulillah... sungguh Mulia Bapa Presidenku ini, Bapa Presiden Tercinta...",Purbaya Yudhi Sadewa,2025-11-29T16:21:18Z
Purbaya belum botak 😂 .... Mari kita kaya BERSAMA 💪,Purbaya Yudhi Sadewa,2025-11-29T15:17:57Z
"Allahuakbar, semoga bpak Prabowo selalu sehat panjang umur, aamiin ya rabbal alamin",Purbaya Yudhi Sadewa,2025-11-29T14:23:36Z
"sehat dan panjang umur pak presiden prabowo dan pak purbaya, Aamiin 🤲🏻🤲🏻",Purbaya Yudhi Sadewa,2025-11-29T13:54:04Z
KALO TIDAK SALAH MENTRI ITU DIGAJI YAH? WAJAR KL PUSING MIKIRIN GAK ADA YG ISTIMEWA PA BIASA ZA MAU SAKIT KEPALA MAU GMNA2 MENTRI KAN DIGAJI,Purbaya Yudhi Sadewa,2025-11-29T12:56:38Z
"Selagi ada pejabat2 korup di negara ini, jangan harap ada  kemakmuran dinegara ini",Purbaya Yudhi Sadewa,2025-11-29T12:50:32Z
Sehat selalu presiden prabowo,Purbaya Yudhi Sadewa,2025-11-29T12:41:29Z
"Hadeh teriak koruptor koruptor, si mulyono dan keluarga nya aja gk pernah lu sentuh, klu masalah jembatan udah Anies duluan yg bangun jembatan di desa2, makan nya sering2 turun lngsung ke masyarakat pak!!",Purbaya Yudhi Sadewa,2025-11-29T11:45:32Z
NAH INI BARU PENAYANGAN UNTUK RAKYAT IMPOR MASI UNTUK RAKYAT BERMANFAAT. JGN BERITA IJAZAH AJA GA ADA BOSENYA GA PENTING BUAT RAKYAT BERITA IJAZAH,Purbaya Yudhi Sadewa,2025-11-29T10:50:54Z
"Presiden e tulus dan berpihak pada rakyat kecil
Tinggal menteri dan birokrasi yg lain ayo krj tulus jgn korupsi sj",Purbaya Yudhi Sadewa,2025-11-29T09:51:16Z
Sehat sehat selalu Pa Prabowo dan Pa Purbaya.......,Purbaya Yudhi Sadewa,2025-11-29T09:34:01Z
"Jika orang lain berkelakar menyimak ini, tp ko saya haru ya.. smg pak presiden sehat selalu",Purbaya Yudhi Sadewa,2025-11-29T07:51:40Z
Akan Membangun jembatan di seluruh pelosok Indonesia tahun 2026 semoga lancar. Alhamdulillah. Hebat presiden prabowo nyata untuk rakyat. semoga  sehat panjang umur.,Purbaya Yudhi Sadewa,2025-11-29T07:27:05Z
Heran sama yang selalu bilang Cuma omon* padahal mereka sendir saya sangat yakin kalau diberi kesempatan  jadi pemimpin satu 100 hari - 1 tahun tuntaskan masalah negeri ini Gak bakalan selesai.,Purbaya Yudhi Sadewa,2025-11-29T07:17:03Z
Sebenarnya uang rakyat 10 tahun terakhir ini banyak dipake pemerintah u/ bangun banyak infrastruktur di pinggiran. Tp pihak yg anti pemerintah malah justru memfitnah presiden korupsi. Padahal bendungan yg dibangun di jaman Jokowi hampir 22 bendungan dimana satunya saja biayanya minimal 1 triliun,Purbaya Yudhi Sadewa,2025-11-29T05:31:29Z
MENYALA PAKDE WOWO!! TUMPUAN RAKYAT INDONESIA!!,Purbaya Yudhi Sadewa,2025-11-29T05:02:29Z
"Rakyat Indonesia melihatmu, ternyata Bpk Prabowo hanya omon"" aja pemberantasan korupsi, sudah jelas di depan mata sprti Luhut, Sri Mulyani, Eric Tohir, Bobby, Jokowi dan anak""nya terindikasi mega korupsi tapi tidak diproses penyelidikan.. Utang negara tidak diaudit sama sekali, mulut berkata berantas korupsi tapi otakmu berantas korupsi tidak nyata

Bilang jujur aja Bpk takut kepada mereka, takut karena mereka memegang kotak pandora hitam bpk punya..",Purbaya Yudhi Sadewa,2025-11-29T04:54:37Z
"Pemimpin yang amanah INSYAALLOH akan di doakan banyak rakyat, hidup nya akan damai tentram dunia akherat.
Tidak seperti Pemimpin yg di benci rakyat akan susah di dunia dan akherat.",Purbaya Yudhi Sadewa,2025-11-29T02:42:37Z
"Mari Rakyat Indonesia. Kita bantu pak Prabowo selalu dalam Doa. Diberi Kesehatan dan selalu di berikan orang orang terbaik dan tulus oleh Tuhan, dalam ikut mengatur negara tercinta ini. Amin",Purbaya Yudhi Sadewa,2025-11-29T02:11:50Z
"PIDATO BPK INI LUAR BIASA  . CEPAT ,, MAU MEMBANTU JEMBATAN ,,. TAPI BANTUAN  BENCANA HARI KETIGA BARU NYAMPE. PADAH DITEMPAT BENCANA SANA ANAK,, PADA TERDAMPAR DIATAP RUMAH , .SAMPAI KEMARIN .",Purbaya Yudhi Sadewa,2025-11-29T01:52:57Z
"Pemimpin berjiwa nasionalis, Semoga Allah SWT Memberikan umur panjang berkah, Aamiin Yaa Rabbal 'aalamiin..😊",Purbaya Yudhi Sadewa,2025-11-29T01:46:56Z
"Sehat selalu Pak, In Syaa Allah jalannya sudah baik pak, tinggal eksekusinya.
Semangat Pak Prabowo, Semoga Allah melindungi dan memberkahi apak dan anak buah bapak.",Purbaya Yudhi Sadewa,2025-11-29T01:37:57Z
PRABOWO PURBAYA 2029/2034,Purbaya Yudhi Sadewa,2025-11-29T01:13:29Z
"Mrinding saya dengernya..
Barokah pak presiden Allahuma lancar programnya..amin",Purbaya Yudhi Sadewa,2025-11-28T23:52:08Z
"Cuma omon2

Ente aja korupsi",Purbaya Yudhi Sadewa,2025-11-28T21:45:29Z
😂,Purbaya Yudhi Sadewa,2025-11-28T18:59:22Z
❤❤❤❤❤❤purbaya,Purbaya Yudhi Sadewa,2025-11-28T17:32:14Z
"Beda bangat liat prabowo ngomong ama jokowi ngomong
Andai dlu prabowo ga di curangin jokowi, pasti indonesia sedikit lebih baik",Purbaya Yudhi Sadewa,2025-11-28T16:25:15Z
Alhmdllh semoga cepat terwujud..,Purbaya Yudhi Sadewa,2025-11-28T15:39:48Z
Hidup jadi tenang jika di pimpin persiden Prabowo. Sukses slalu dn panjang umur❤ amin yrb,Purbaya Yudhi Sadewa,2025-11-28T14:41:24Z
Istimewa pak presiden Prabowo ❤❤,Purbaya Yudhi Sadewa,2025-11-28T13:51:59Z
sangat mulia hati presidenku,Purbaya Yudhi Sadewa,2025-11-28T13:41:06Z
"Mantappp prioritaskan rakyat, dan hajar koruptor",Purbaya Yudhi Sadewa,2025-11-28T13:27:02Z
Ketulusan Pak Presiden untuk negeri ini sangat terasa,Purbaya Yudhi Sadewa,2025-11-28T13:16:06Z
Bapak Prabowo Subianto presiden idola rakyat Indonesia ❤,Purbaya Yudhi Sadewa,2025-11-28T13:06:24Z
Sehat sllu Bpk presidenku.... ❤❤😇😇,Purbaya Yudhi Sadewa,2025-11-28T13:06:10Z
"Nga pantas tepuk tangan org berduka ,nga jelas ini org",Purbaya Yudhi Sadewa,2025-11-28T12:49:40Z
Ajak kami bekerja bapak..kami juga ingin bekerja dan terlibat untuk.membangun negara..meskipun jadi pekerja,Purbaya Yudhi Sadewa,2025-11-28T12:41:07Z
Titip salam kepada pak Purbaya dari kami rakyat yang uang pajak nya sering di rampok para koruptor...,Purbaya Yudhi Sadewa,2025-11-28T12:35:53Z
"Kalau pejabat cuma himbauan jangan korupsi, nggak digubris pak, uang itu enak 😂😂😂😂😂😂😂",Purbaya Yudhi Sadewa,2025-11-28T12:35:15Z
sehat2 bapak presiden ku dan pak menkeu selalu beruntung dan dilindungi TUHAN Aamiin,Purbaya Yudhi Sadewa,2025-11-28T12:34:07Z
"*SUDAH LAMA SAYA HIDUP BARU KALI INI SAYA BAHAGIA DENGAN PEMIMPIN PEMIMPIN PUNYA HATI NURANI DEMI RAKYAT, sehat selalu pejabat NKRI*",Purbaya Yudhi Sadewa,2025-11-28T12:28:52Z
"Barakallah,pak presiden",Purbaya Yudhi Sadewa,2025-11-28T12:20:09Z
Di Bali banayak pak presiden perlu jembatan jembatan khususnya di Kab Karangasem dan banyak tanah yg abrasi,Purbaya Yudhi Sadewa,2025-11-28T12:09:43Z
"Gimana gak pusing,bosnya dikit2 masuk angin 😅",Purbaya Yudhi Sadewa,2025-11-28T12:06:36Z
"Jembatan di kecamatan LALAN,
Kabupaten MUSI BANYU ASIN 
SUMATRA SELATAN.
tolong secepatnya di perbaiki sdh hampir 2 THN mangkrak",Purbaya Yudhi Sadewa,2025-11-28T12:01:31Z
Semuanya hanya DEMI RAKYAT INDONESIA. Mantap Presiden Prabowo Subianto ❤❤❤❤❤❤❤,Purbaya Yudhi Sadewa,2025-11-28T11:56:47Z
❤,Purbaya Yudhi Sadewa,2025-11-28T11:43:03Z
"Semoga niat Bapak Prabowo tercapai, terwujud dalam pembangunan jembatan 
Aamiin",Purbaya Yudhi Sadewa,2025-11-28T11:39:50Z
1986 kami KKN UGM di daerah Dukun Merapi Muntilan Magelang mampu membuatkan jembatan untuk rakyat dari material lokal saja❤❤❤,Purbaya Yudhi Sadewa,2025-11-28T11:39:18Z
Keren banget pemikiranmu bapak ... Anak bangsa sudah mampu💪🤲,Purbaya Yudhi Sadewa,2025-11-28T11:37:36Z
Semoga sehat selalu dan sukses BPK Prabowo,Purbaya Yudhi Sadewa,2025-11-28T11:31:47Z
Istimewaaaaah,Purbaya Yudhi Sadewa,2025-11-28T11:26:10Z
Sehat selalu Pak Presiden Prabowo,Purbaya Yudhi Sadewa,2025-11-28T11:16:18Z
Dari pengamatan saya..pidato Sorang pak Prabowo..sangat2 ikhlas untuk buktikan semua janji2nya...dan Kesannya beliau selalu memperhatikan kinerja menteri2nya.dan yg paling di banggakan oleh pak Prabowo adalah menteri keuangannya...sdah menjadi perhatian khusus buat seorang pak Prabowo..kepada pak Purbaya..yg mempunyai keinginan dan Impian yg sama untuk mensejahterakan Rakyat Indonesia..👐👐👐semoga cepat terlaksana...🙏🙏🙏,Purbaya Yudhi Sadewa,2025-11-28T11:05:36Z
Sehat selalu Pak Prabowo dan Pak Purbaya 🙏,Purbaya Yudhi Sadewa,2025-11-28T10:49:06Z
sehat selalu... presiden Ri,Purbaya Yudhi Sadewa,2025-11-28T10:44:10Z
Masya Alloh2semoga presiden dambaan rakyat dan para menteri nya dlm lindungan Alloh SWT AAMIIN3yba,Purbaya Yudhi Sadewa,2025-11-28T10:43:35Z
Dintindak lah pak jgn CMN d ingatkan,Purbaya Yudhi Sadewa,2025-11-28T10:40:27Z
Purbaya pusingmunmulia untuk rakyat...kepalamu belum botak..masih kuat kau😂😂😂....kalau Purbaya jangan di lepas...koruptor bisa nari bale bale,Purbaya Yudhi Sadewa,2025-11-28T10:40:13Z
"kelasszz presiden, gw awalnya dukung anies sekarnag liat ga nyesel yang kepilih pak prabroro",Purbaya Yudhi Sadewa,2025-11-28T10:39:39Z
"Ya Allah SWT,, sehatkan & lindungilah Bpk Presiden Prabowo & Para Menteri, TNI, POLRI yg bekerja keras & amanah untuk rakyat, Bangsa & Negara.",Purbaya Yudhi Sadewa,2025-11-28T10:36:11Z
"step1 nya pak prabowo : singkirkan semua termul dari NRKI, adili gembong nya",Purbaya Yudhi Sadewa,2025-11-28T10:35:56Z
"ya allaaah terima kasih ngkau telah memberi kami rakyat indonesia, BAPAK PRESIDEN PRABOWO SUBIANTO❤❤❤",Purbaya Yudhi Sadewa,2025-11-28T10:29:16Z
Truskan pk! Rakyat menunggu jnji dn bukti dri pmimpin bravooo,Purbaya Yudhi Sadewa,2025-12-04T10:17:25Z
Byk diperlukan peperangan terbuka di internal negeri kita. Semoga kali ini pak Purbaya yg menang,Purbaya Yudhi Sadewa,2025-12-04T06:35:35Z
Kalau dibiarin hancur negara ini pak purbaya habis mencuri disogok aman dinegara ini pak hancur hukum di indoneaia ini pak kalau pak pur g di menkeu akan hancur indonesia ini pak pingin kaya melalui pencurian g kecil kecilan triliunan tanah akan rusak sm pencuri pencuri tambang pokokx segala macam kalau g ada yg menghalau kayak pak pur hancur negara ini pak semuax bisa dibeli jadi hasil tambang lama lama habis dn tanahx gerong semua pak akan menjadi lautan lama lama pak pur habisi para mafia tambang bumn dn bea cukai rusak pak pokokx indonesia ini pak,Purbaya Yudhi Sadewa,2025-12-04T03:11:58Z
Masih banyak lahan basah para koruptor secepatnya Pak Pur kejar jgn Sampek hilang jejaknya sikat rakyat dibelakang Mu Pak,Purbaya Yudhi Sadewa,2025-12-04T03:02:20Z
"Sejak dulu, orang sdh pada tahu, namanya beacukai. Wilayah sangat basah",Purbaya Yudhi Sadewa,2025-12-04T02:03:33Z
Bismillah Ya Allah.. Hasbunallah wani'mal wakiill..,Purbaya Yudhi Sadewa,2025-12-04T01:48:36Z
KLO mmng benar adanya.... Bagus sekali,Purbaya Yudhi Sadewa,2025-12-04T00:33:04Z
Mantap pak Purbaya lanjutkan 👍👍👍👍👍👍 jangan sampai ragu2,Purbaya Yudhi Sadewa,2025-12-04T00:29:40Z
"Kami mendukung anda pak !?
Pertamina dan bea cukai itu bak sarang penyamun.",Purbaya Yudhi Sadewa,2025-12-04T00:27:43Z
"Pak Pur,semua rakyat mendoakanmu,sehat dan pjg umur,dan semakin semangat",Purbaya Yudhi Sadewa,2025-12-03T17:07:24Z
Buatkan efek jera utk aparat dan pengusaha curang,Purbaya Yudhi Sadewa,2025-12-03T11:51:33Z
"Mantap pak, basmi dan maju terus rakyat butuh sejahtera, uang negara harus kembali, hukum berat dan minimal seumur hidup.",Purbaya Yudhi Sadewa,2025-12-03T11:50:55Z
Maju terus pak mentri  rakyat bersamamu,Purbaya Yudhi Sadewa,2025-12-03T08:54:12Z
"Kali ini saya tak sependapat dengan Pak Purbaya, yg mengatakan ""Kegagalan  kita  menciptakan lapangan kerja."" Lapangan kerja itu ada pak tapi khusus utk keluarga org dalam serta utk TKA Tiongkok.",Purbaya Yudhi Sadewa,2025-12-04T08:04:38Z
"WNI ke luar negeri cari kerja kebanyakan dapatnya kerja sektor informal atau pekerjaan level menengah. Di saat yg sama industri di +62 impor TKA yg diklaim sbg star ahli, padahal WNI yg lebih ahli banyak. Kenapa anggota DPR ndak bisa memahami fenomena itu??? Blok, goblok!!!",Purbaya Yudhi Sadewa,2025-12-04T07:25:57Z
KITA SEMUA HARUS JADI SILIWANGI ( REVOLUSI MENTAL _ KESADARAN BRANI JADI DIRI SENDIRI )( SILIH ASAH ASIH ASUH )( BHINEKA TUNGGAL IKA ) ( URIP IKU URUP )  PESAN INI PANGGILAN JIWA INI TUK DISAMPAIKAN DITERIMA PRABOWO   dari AsepSimukegile DUTA BACA UNIVERSALIZ _ SANG AMACA ( SILIWANGI XXI )     gratis !! NASKAH ZAMAN BARU _ SABDO PALON TUK DUNIA ( SILIWANGI TUK SEMUA ; SEMUA DEMI SILIWANGI )     kosan DemanganKidul GK I / 51 Jogja,Purbaya Yudhi Sadewa,2025-12-01T13:51:49Z
Bu Sri Mulyani terjebak dan tertekan dengan IMF.. makanya sudah benar langkah menkeu sekarang jadi cari investor dengan pembenahan regulasi kebijakan bukan ngemis investor dan negara lain,Purbaya Yudhi Sadewa,2025-12-01T12:58:44Z
Kalau ada 10 Mentri seperti pak Purbaya..yakin indonesia terhebat Dunia,Purbaya Yudhi Sadewa,2025-12-01T07:33:43Z
"Si omon2 buktikan, kenapa jaman srimulyani sertifikasi lancar, jgn2 dikorupsi atau emang si omon2 
Gedek banget liat satu orang ini kerjanya pencitraan setinggi langit tp bukti kosong",Purbaya Yudhi Sadewa,2025-11-30T22:33:56Z
"Bener pk,mo kfj susah,yg d cari jmur 18,snpaj 24",Purbaya Yudhi Sadewa,2025-11-30T11:29:01Z
Bapak slalu yakin dan saya sangat yakin bapak Purbaya bersama rakyat,Purbaya Yudhi Sadewa,2025-11-30T09:49:57Z
Gasssss Pak PURBAYA...kasi sadar otak-otak miring yang ada di senayan sana,Purbaya Yudhi Sadewa,2025-11-30T05:34:53Z
👍👍👍,Purbaya Yudhi Sadewa,2025-11-30T05:26:22Z
Pahlawan indonesia yg bs menyelamatkan harta NKRI. Pak purbaya semoga sehat selalu biar indonesia bertambah maju,Purbaya Yudhi Sadewa,2025-11-30T03:31:59Z
Ini Menteri paling Top dengan gebrakan dan kebijakannya untuk Rakyat.. Semangat bekerja dan sukses untuk Indonesia maju ❤🙏🇮🇩,Purbaya Yudhi Sadewa,2025-11-29T23:57:12Z
"MasyaAllah tabarakallah allahuakbar, 
Mentri Purbaya luarbiasa❤",Purbaya Yudhi Sadewa,2025-11-29T22:44:09Z
Sehat selalu bpk Purbaya.❤,Purbaya Yudhi Sadewa,2025-11-29T15:29:18Z
Keren pak Purbaya...🎉🎉,Purbaya Yudhi Sadewa,2025-11-29T14:21:12Z
Mantap ❤❤❤❤❤,Purbaya Yudhi Sadewa,2025-11-29T12:51:46Z
Masalahnya kalau kerja di dalam negeri pajak yg harus di bayar oleh perusahaan mencekik Pak ...contoh pabrik rokok berapa pajak yg harus di bayar Pak..lebih tinggi dr harga produk kebagian apa buruh  parik itu,Purbaya Yudhi Sadewa,2025-11-29T10:38:16Z
Negara kita disetting utk tidak menjadi negara industri itulah kenapa import masuk dibuat semurah2nya fungsinya yaitu utk membuat perusahaan2 industri dlm negri kolaps dulu lalu umkm lalu banyak pengangguran dan kriminal akhirnya world bank dan imf akan berkunjung menawarkan kebaikan layaknya malaikat utusan tuhan dgn syarat kedaulatan negara dijual atau digadaikan dgn harga murah dan generasi muda jadi tenaga kerja murahan.....,Purbaya Yudhi Sadewa,2025-11-29T10:38:14Z
"PK PURBAYA ITU BIJAK DAN TEGAS 
TAPI ASYIIIKKK 😂😂😂❤❤❤❤",Purbaya Yudhi Sadewa,2025-11-29T09:18:57Z
Sempat sempat becanda... Komisi 9 serang p.pur malah dewan ya di gubplah sama oleh p.pur,Purbaya Yudhi Sadewa,2025-11-29T08:43:00Z
Purbaya emang TOP...,Purbaya Yudhi Sadewa,2025-11-29T06:57:24Z
Keren Bp Purbaya ❤,Purbaya Yudhi Sadewa,2025-11-29T06:43:01Z
"Saya suka pak purbaya ,,orangnya enjoy seperti ga ada beban.
Biasanya orang seperti pak pur tidak takut dipecat kalau dia merasa benar.
Beda orang yg kerjanya ga jujur ,, ga tenang dan selalu gelisah.",Purbaya Yudhi Sadewa,2025-11-29T06:36:25Z
